화나면 전화 안 해요. 화났을 땐 전화하지 마세요. 저니까 5년 버틴 거죠. 자존심 강한 남자는 이런 기 싸움 못 견딥니다.수고했습니다. 나가 보세요.,사귀고 있지 않으면 나가도 괜찮아요.
고객층이 정~말 다양하시네요?아.. 네,썸 가능해요 이성으로 대해보세요.
그러니까. 우리 당분간 만나지 말자구요!!!당분간이 도대체 언제 언제까집니까?!!,합격 기원해요!
그 사람 마지막 유언은 꼭 지켜주고 싶어.유언을 못 남기셨다고 들었는데요.,마음에 묻어두세요.
일 때문에 늦었어요. 두 분. 양해해 주세요… 뭐야? 아빠. 또 재결합 얘기 했어요?그래. 이참에 최종 정리하자. 니 의견은 어떠냐?,괜찮아요. 모른척하세요.
아빠도 사정이 있어. 처녀인 딸한테 이런 얘기하기 뭐 한데… 니 엄마가 잠자리 피했어. 그때 아빠. 이십대 중반 한창일 땐데…그만 해. 그만!! 내가 그런 얘기 까지 들어야 돼?!!,학점 관리하세요.
여기 와서 이혼 업무 하는 거 보니까 이혼. 진짜 장난 아니더라. 니네 엄마 아빠두. 니가 모르는 두 분만의 사정이 있을 거 아냐. 그 의뢰인 백발성성 칠순할머니 있지? 그 할머니도 이유가 있더라.무슨 이윤데?,가고 싶은 곳이 있는지 연락해 보세요.
어머니의 근본적인 이혼 사유는 호르몬이야.웬 호르몬?,누가 더 사랑하는지는 중요하지 않아요.
하여튼. 니네 엄마랑 너랑 완전 모전여전이야. 호르몬 모녀~ 너. 종일 예민했던 게 그날이라 그렇잖아. 그래서 아까 두 배로 감정 타고. 두 배로 울고불고 그랬던 거야. 변호사는 그것도 모르고 얼마나 놀랐겠냐.변호사님 많이 당황 했겠지?,소개팅 시켜달라고 말해보세요.
드릴 말씀이 있어서 왔는데요.네. 말씀하시죠,무관심해봐요.
아~ 니 아빠랑 떨어져서 이렇게 살아 보니까. 너무 좋아. 내 인생에 한 번도 없었던 마음의 평화야. 내가 앞으로 살면 얼마나 살겠니. 이 평화 계속 지키면서 남은 인생. 여기서 살고 싶어. 난 이혼 할 거야.엄마~ 왜 그래,저도 드라마 좋아해요.
엄마 없다구. 아주 신나셨어.아니야. 아빠가 요즘 혼자서 얼마나 힘든데… 엄마 대신 반상회 갔다가. 아줌마들이랑 같이 분리수거 하는 거였어.,어느덧 3주가 지났군요.
엄마랑 아빠랑 청년회에서 같이 봉사할 때. 니네 엄마가 얼마나 이뻤는지. 남자들이 죄다 들러붙었는데. 아빠가 엄마한테 최종 간택된 거야. 아빠가 얼마나 기뻤는지 아니? 진짜! 세상을 다 가진 것 같았다니까?!근데 아빠 집에서 엄마 반대했다며. 가난한 집 딸이라 그랬다며,헤어질 거면 빨리 하는게 낫지요.
이 봐. 엄마 아빠 완전 선남선녀다. 그래서 내가 이렇게 이쁜가 봐.됐어. 내 인생 지옥문으로 들어가던 날이야. 꼴도 보기도 싫어. 내가 미쳤지. 나 좋다는 남자들 다 뿌리쳤으니… 남잔 젊어서 잘 생겨 봤자 아무 소용없어. 나이 들면 돈이랑 능력이 최고야! 결혼식 주례 때. 이 결혼 물러야 되나 얼마나 고민했는지 아니?,주변에서 우산을 빌려보세요.
아 아빠. 나 아빠한테 부탁드릴 게 있는데무슨 일인데? 아빠 빽이 필요한 거냐?,신경을 다른 곳에 써보세요.
어머. 안녕하셨어요?네 오랜만이에요. 반가워요.,하는 사람은 하더라고요
어차피 오락실 업주는 구속된 상태구. 형은 상습 도박이 아니어서… 무리한 것도 아니래. 아빠가 신경 쓰지 말랬어.고마워..,저는 자장면이요.
장모님 혼자 너무 평화로우신 거 아니에요? 장인어른 걱정 안 되세요?누구?!! 그 사람 이제 남이야. 아니. 나한텐 죽은 사람이야. 존재감도 없어. ,저도 밥 먹고 싶어요
사실. 난 부탁 들어줄 생각 없었네. 자네 새 애인 생겼단 소리 듣고 솔직히 괘씸했거든. 근데 딸은 안 괘씸한 가봐?네 죄송합니다.,같은 반이라 좋겠어요.
그럼. 이제 앞으로 어떻게 되는 거 에요?다른 분쟁 요지가 없기 때문에. 조만간. 법정 변론 기일 잡히는 대로. 출석해서 각자의 소장 답변서 확인 한 후. 곧바로 조정에 들어갑니다.,왜 그럴까요?
형!!됐어. 다시 말하는데. 진짜 둘이 합치면 나. 너 안 봐.,다녀오세요!
니네 친할머니가 반대해서. 식 치르기 전에 둘이 먼저 산거야.뭐. 동거??!!,축하해주고 오세요.
이게. 다 너 때문이야!!!아니. 누가 태어나고 싶어서 태어났나. 왜 나한테 탓을 돌려.,원하는 게 점점 많아지는 세상이에요.
넌 딸이 되 갖고. 그렇게 엄마 맘도 이해 못하냐.우리 엄마거던? 니가 뭘 안다고 그래?,처음 3초가 중요해요. 당신의 매력을 어필해보세요.
역시.. 너무 잘 어울리세요. 이거 이번 신상이라 카탈로그에도 아직 안올린 건데 혹시. 괜찮으시면. 사진 촬영 어떠세요? 사진 촬영이요? 그럼 모델이요?,저도 받고 싶어요.
부모님 변론기일이 잡혔습니다. 알려드려야 할 것 같아서요.네 결국 이렇게 되는 거네요.,내 집 마련 축하드려요.
오셨습니까. 일찍 오셨네요.네,상대방에게 필요한 실용적인 선물이 좋을 거 같아요.
엄마가 그렇게 입고 싶어 하던 웨딩드레스야. 잘록 허리 55!!이걸 나보고 어쩌라구..,따뜻해졌죠.
그동안 변호사님 입장 이해 못하고. 제 생각만 했던 거. 죄송해요.아닙니다. 저도 의뢰인의 숨겨진 진심 보다는 관성적으로 일 처리를 했습니다. 이혼을 너무 기능적으로 생각했습니다. 반성 중입니다.,딱 들어맞나봅니다.
어. 동생아. 왔어? 자!! 형님이 빚 다 갚았다. 너 이제 고생 끝났어.. 그러니까. 우리 협상하자.무슨 협상?,그게 최고죠.
그래서 말입니다. 오해는 하지 말고 들으세요. 저희 회사 규정이요그래서. 가입비가 얼만데?,힘들겠네요.
아저씨!!! 아. 뭐야. 이 언니. 또 보네 커피 값 내가 전에 줬지?,잘하고 있을 거예요.
네!! 저. 어리버리 언니에요~~ 댁에 돌아가시는 길이신가 봐요. 택시 잡아 드릴게요. 이 언니가 갑자기 왜 이래. 뭐. 기분은 괜찮네. 근데 언니. 잔 돈 좀 있어?,심하면 신고하세요.
야! 너. 어떻게 된 거야!! 부모님 보는 앞에서 변호사랑 그게 무슨 짓이야!!너야 말로. 뭐야!! 너 때문에 결혼식 못 할 뻔 했잖아.,초록초록하네요.
저는요. 배배 꼬인 꽈배기 싫어요. 이렇게 시원하게 쭉 뻗은 츄러스가 좋아요. 그러니까 우리 앞으로 꼬이지 말아요.그래요. 그렇게 해요. 뭐 하다 나왔어요?,그러면 만나는게 좋은거 같아요.
아. 빗소리 좋다.음악하고 같이 들을까요? ,지금도 충분히 아름다워요.
너. 회사 잘려서. 빚지고 재혼회사에서 이혼녀 행세까지 했다며.누가 그래 전 남친이 그새 고자질 했어?,친구를 맞이할 준비를 해봐요.
그나저나. 그 노친네는 어떻게 이혼 한 거야?이혼 아니구 사별이야.,기분 전환을 하는 건 어떨까요.
저기변호사님. 결혼 생각해 보신 적 있으세요?결혼이요? 한번 실패해 봐서. 조심스러운 게 사실이에요. 두 번째 결혼은 첫 번째 결혼보다 깨질 가능성이 더 많아요.,화를 참는 연습을 해보세요.
얼른 말 안 해?! 안 그럼. 내가 확~ 니네 부모님한테 전화한다?마눌우리 약속 잊었어?,영화관 말고 다른 데서 보세요.
나 불량 남친이었지만. 좋은 남편 되 줄게됐거든.,많이 지치고 힘든가봅니다.
저건 동생의 탈을 쓴 형이야. 어렸을 때부터. 내 머리 꼭대기에 있어 갖구. 3살 때 말문 다 터서. 동네 어른들도 말루 다 이겨 먹은 놈이야. 저놈이.역시 그때부터 독했네요 근데. 변호사님. 어렸을 땐 어땠어요?,여행은 언제나 좋죠.
그때부터 동생 괴롭히셨구나!!! 왜 그러셨어요!!!뭐. 나라고 그러고 싶었나. 부모님 맨날 아프시고. 집은 찢어지게 가난하고. 세상이 자꾸 시비 걸잖아. 아. 말하려니 목 아프다. 언니 동전 있어?,평생 모르고 사는 게 참 많죠.
하여튼 언니는 안 돼. 내가 청춘 바쳐서 만들어준 변호사란 말야.치~ 변호사가 뭐 별 거라 구요! 전 능력 있는 커플매니저란 말에요!!,내년이라고 별 수 있겠어요.
형님. 커플 성사 되면. 변호사님하고 저 하고 커플 인정해 주세요.인정하기 싫은데,그래도 해야 깔끔하겠죠.
그냥 막 소개시켜 주면 안 돼. 내가 맘에 드는 여자를 꼭 찾아줘야. 그 다음에 내가 인정해 주는 거야. 그러니까 혼자 김칫국 마시지 마.알았어요. 알았어. ,자존심을 세우지 마세요.
그런데. 아까 형하고는 무슨 얘길 한 거에요?그냥 뭐 별 얘기 안 했어요.. 그런데. 참. 형님은 왜 이혼하셨어요?,그래도 상관없어요. 칭찬해주고 싶네요.
그나저나. 이모부님 걱정 많으셔서 어떡하니. 이모님 돌아가시고 이모부님도 힘드실 텐데. 딸 걱정까지그러게. 내가 여러 가지로 불효녀네.,몸에 해로우니 적게 먹는 게 좋겠다고 말해보세요.
죄송해요 기분 상하셨다면 제가 대신 사과드릴게요.됐어 내가 그렇지 뭐,집이 맘 편하기도 하잖아요.
이게 뭐야. 아주 사돈에 팔촌까지. 죄다 끌어 모았네. 그냥 이렇게 적어 보내면. 도대체 예단비를 얼마나 내 놓으란 거야? 설마 이래 놓고 우리 보고 집까지 사내라는 건 아니겠지?진짜. 너무 하네요. 아들 갖고 장사를 하는 것도 아니고.,동감이에요.
저. 나가봐야겠는데요.알았어요 그럼. 다음에 다시 얘기해요.,짝사랑이 생각을 복잡하게 만들어요.
형님. 어떻게 된 거에요? 사장님한테 해약하셨어요?회원 자격 미달이라며!! 이러려면 받질 말지. 사람 개 무시 하기야?,시작이 반이에요. 어서 준비하세요.
이참에 집에 들어와서 조신하게 시집갈 준비나 해. 전에 니들 키스하던 거 생각하면 가슴이 벌렁벌렁해.잘못했어. 엄마 정말 잘못했어,연습이 필요해요.
돈이고 뭐고 4학기 시험 준비 땜에 죽겠다니까. 고3 저리 가라야. 오전 10시부터 오후 6시까지. 종일 시험 보는 거야. 미치지 않았냐? 점심 먹으라고 방송 나와도 아무도 밥 안 먹어. 화장실도 한 번에 한명씩 가고. 화장실 앞에 공익이 지키고 서 있어. 완전 죽음의 레이스야.그래서 어쩐다구. 마지막 고비만 넘기면 수료잖아. 이 의지박약아.,회원정보 찾기를 해보세요.
진짜.. 성격이 팔자다그래서 잡지사 이력서는 넣었어?,애국가요.
근데. 너! 되게 치사한 거 알어? 어? 뭐가?,목표를 하나씩 이뤄가길 바랍니다.
저 전화 목소리 어디서 많이 들었는데??아~ 맞다!,우리는 많이 모르고 살죠.
아빠 엄마. 아침 일찍 나가셨어요. 쪽지 써 놓은 거 보구. 이제 알았어요. 근데. 왜 말도 없이. 이렇게 갑자기 오신 거에요? 놀랬잖아요.언제까지 고생시킬 순 없어서요. 하루라도 빨리 인사를 드려야,그런 생각을 들게 하는 사람 상종하지 마세요.
뭐야. 너 왜 그래? 똥마려운 강아지처럼어? 어 나.. 똥 마려 ,충분히 스스로 극복할 수 있을 거예요.
그나저나. 동생은 어떡해. 다시 불러야 되는 거 아냐?아~ 봉사활동 하면서 사는 게 보람 있다잖아요.,확실해지면 이야기해도 늦지 않아요.
집인가요? 아뇨. 전 남친인데요… 뭐야.. 아까부터 계속 전화질이네.,그럼요!
아! 몰라!! 나 그냥 안 들어갈래!!!이러면. 앞으로 우리 만나기 더 힘들어져요.,당황하셨겠어요.
아. 걱정 마세요. 얼굴 도장만 찍고 바로 돌려보낼게요.오늘은 일단 가겠는데 이런 상황. 더 이상 방치할 수 없어요.,익숙해지지 않으니까요.
연하라서 책임감이 부족하네. 이 놈. 이거 우리 딸 고생시킬 놈인데그러게 말야. 그렇잖아도 예단 리스트 보내온 거 보고 내가. 기가 찼는데.,이별의 유통기한이 없는 것처럼 사랑의 유효기간도 없어요.
진짜. 냉정하다. 연수원 그만둔다니까. 바로 아웃이네결혼 얘긴 끝났으니까 포기하고 그래두. 너. 연수원은 포기하면 안 돼!!,사람마다 차이가 있어요.
미팅은 요즘 어떻게 돼 가고 있어?애프터 신청도 다 거절하고. 미팅 약속도 안 잡겠다고 하네요. 일이 너무 바쁘시대요. 통화도 어려워요.,도움을 요청하면 더 쉽게 가까워질 수 있을 거예요.
그럼. 가족 상견례 마치고. 바로 날 잡는 거 에요?응. 그렇게 하기로 했어.,마음가는대로 해보세요.
회원 가입비 돌려주는 걸로 간신히 합의했어.고마워!! 난 당신 밖에 없어. 여보야~ 사랑해.,워워~ 진정하세요.
다행히. 처음 위반이라. 한 달 정지야.다른 회원들까지 난리 났는데 뭐가 다행이야. 이건 내 인생 최대 위기야!! 이게 다 신입 때문이야!! 그동안 순탄했던 우리 회사. 신입 오고 바람 잘 날 없어!!,다른일에 집중할 수 있으면 좋겠지만 쉽지 않지요.
이 노래 몰라? 네. 첨 듣는데요?,마음의 준비가 되길 바랍니다.
사장님 노래 교실. 선생님 같아요.나 시인이야!!!,쉽지는 않을 거예요.
평소에 혼자 바쁜 척 하더니 사람들이 안 놀아주지?그래. 다들 일하느라 바빠. 나만 백수야,지칠 때는 쉬어도 돼요.
고문회사 자문이 몰려서. 정신이 없네요. 미안해요우리 당분간. 떨어져 있어요,피치 못할 사정이 있나봐요.
제가 세상에서 제일 싫어하는 여자가 어떤 여잔지 아세요?어떤 여잔데요?,저는 도움이 되고 싶어요.
친구야~ 밤마다 허벅지 찌르지 말고. 이제 그만 변호사님. 만나.하루만 참으면 돼!!! 난 내일이면 인간이 된다.,가능하다고 봅니다.
어머~ 예전에 내가 좋아하던 댄스그룹 멤버하고 되게 닮으셨다~아예그런 얘기 많이 듣습니다.,처음 만났을 때를 떠올려 보세요
보고 싶었어요!! 엄마야!!! 안돼요! 보지 마세요!!,차단도 병이죠.
어제는 얼굴도 안 보여주고 어디 봐요. 한 달 동안 얼마나 달라졌나 엄청 달라졌죠?!! 제 머리 보세요!!,무시하세요.
와! 진짜 끄떡없네!! 역시 우리 변호사님!! 천재!!!확인 됐으니까. 이제 그만 마셔요.,신경이 쓰일 수도 있겠어요.
내가 왜 당신을 담당 커플매니저로 해 달라고 했는지 알아요?글쎄요 왜요?,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.
완전 의처증 말기에요. 일하다 만난 남자들인데. 이상한 관계 아니에요.아니! 지금 뭐하는 겁니까?,바늘과 실로 꿰메보세요.
매니저 통해. 상해 진단서 오는 즉시. 저한테 알려 주시구요. 그리고… 내연남으로 지목된 두 사람. 증언이 가능할지. 연락처 수배해 주시구요. 이건 반박문이니까 보도 자료로 기자들에게 보내 주시면 됩니다.예. 알겠습니다.,말하는 습관 차이인 듯 합니다.
저는 이렇게 돈으로 도배한 프로포즈 너무 싫어요. 언제 왔어요? ,잊지 못하는 그대.
오셨어요? 네 저에요. 실망하셨어요? 네? 아니요 근데. 회사에서랑 다른 분 같네요.,거리를 두세요.
치열한 경쟁만 있는 삭막한 분위기 때문에 나도 스트레스를 많이 받았어요. 연수원 그만 두고 싶었던 적이. 한 두 번이 아니었죠.와! 당연히 적응 잘 하셨을 줄 알았는데변호사님도 그러셨군요.,더 많은 시간이 흐를 거예요.
이 정도는 간통도 아니잖아요. 현장 잡힌 것도 아니고.그럼. 남편 분께 폭행당한 건 사실입니까?,만남을 정리하게 되었나봐요.
혼자 살아서 힘들죠? 평소에 장은 어떻게 봐요? 식사는 어떻게 해결해요?그냥. 간단한 건 편의점에서 해결하고. 거의 외식이죠,온 가족이 모두 마음에 드는 곳으로 가보세요.
도대체 어떻게 된 거야? 괜찮아?지금 정신 하나도 없을 거야. 좀 진정되거든. 보자.,언젠간 찾아올 이별이에요.
왔어요?힘들었죠 괜찮을 거에요. 걱정 말아요.,사랑은 사람마다 정의가 다를 거예요.
약속했던 6개월 다 못 채워줘서 미안해요. 선배.이러지 마. 지나가는 바람이야. 왜 약한 모습 보이고 그래.,오랫동안 답장이 없다면 그게 맞는 것 같네요.
사랑에도 휴일이 필요하다이젠 변호사님 차례네요.길지 않을 거 에요. 일주일 정도 좀 쉬고 싶어요.,돈을 모아서 다른 곳으로 이사갈 수 있을 거예요.
조용해지나 싶었더니. 하이에나들. 진짜 질기다. 질겨 걔가 나쁜 여자지. 억울한 사람 두고. 혼자 잠적하면 어떡해,연락두절돼서 걱정되겠네요.
많이 힘들죠? 그분도 지금 당신 많이 보고 싶어 할 거에요. 그래서. 이렇게 연락 해온 거잖아요.네 무인도에서 병 속에 담긴 편지를 받은 기분이에요. ,얼른 물어보세요.
와. 신기해요. “하루에 한 가지씩 안 해 본 일 하기.” 성공!!아직도 그 일. 해요? 귀찮지 않아요?,혼자서도 잘하는 연습이 필요해요.
왜요? 왜 같이 안 가는 건데요?아직. 마무리 짓지 못한 생각들이 있어서. 며칠 더 시간이 필요해요. 일주일로는 좀 부족하네요. 그래서 동영상 문자 보내고. 며칠 더. 있으려고 한 건데…,전화 끊어버리세요.
남자들 불쌍해. 지금 아니면 언제 또 그렇게 자기 충전하겠냐. 돌아오면 또 이리 저리 세상에 치일 텐데 니가 이해해줘. 알았어. 알고 있다구,어떻게든 잘 살 거예요.
애 많이 타나보구나. 변호사. 이번에 제대로 속 썩이네~ 아니에요~!! 원한다면. 전 남미 여행도 보내줄 수 있어요. ,정말 나쁜 사람이네요.
어. 죄송해요. 언니아니야. 괜찮아. 내가 미안해,대부분은 먼저 연락하곤 해요.
예전에 국자 좀 태워먹은 실력이야.그렇구나 ,좋은 만남이 되길 바랄게요.
끝났어다 끝났어뭐하냐? ,좋아할거예요.
우와~ 뭐야. 쫄쫄이!! 아. 쪽팔리게 진짜 ,좋은 소식이네요.
상대방의 얘기를 중단시키지 말라!!과거 문제를 들추지 말라!! ,좀 더 알아보고 하세요.
정말 이러기야? 왜요? 무슨 일이신데요?,운동하고 오세요.
미안해요. 상담이 길어져서 늦었어요. 일이 너무 많아요. 대한민국에서 직장인으로 산다는 게. 다 그런 거죠.,감정에 확신이 있다면 연락해보세요.
왜 이래요? 나 안 가도 된다니까요?!!괜찮아요. 예쁘게 다녀오세요. 공짜잖아요!! 우리 돈 벌어야죠!!,회사는 친구 사귀는 곳이 아니에요.
괜찮아요. 출국장 까지 갈게요. 마지막 가는 거 봐야죠.아니요. 괜찮아요. 혼자 갈 수 있으니까. 여기서 헤어져요.,눈치가 빠르시군요.
벨이 고장나서요. 5분 지나야 멈춰요.5분?,보다보면 재미있어요.
네? 왜..저기 혹시 기사에 나온..,연애 전으로 돌아가지는 못할 거예요.
기집애가 약속 좀 깼다고 삐져가지군~ 야 사람이 참는 것도 한도가 있어!참어? 참은 건 나야 왜 이래? 취직했다고 거들먹거리면서 사람 무시한 게 누군데~ 나가! 빨리 나가!,잘 먹고 잘 싸면 돼요.
제발 가라고 좀!!저기요.,자신을 더 사랑해주세요.
저손님손님..네.,개인의 취향일 뿐이에요.
저기요. 죄송해요..커피는 못 드릴 거 같아요카운터에서 3800원 꺼내가세요..,드라이브 추천해들요.
여기 주인 어디 갔어? 니가 아는 사람이야?,썸으로 끝날 사이가 아니었네요.
오래 기다리시게 해서 죄송합니다. 도대체 왜 안 해요?,이웃으로부터 고통받고 있나봐요.
수박은 또 왜 깨졌어?깨진거라 싸게 팔아서. 반값이야.,사랑은 알다가도 모르겠어요.
저기..이력서를 일단 써오긴 했는데..아..이력서까진 필요 없는데.,후련하니 다행이에요.
전공이 화학과네요?네. 하지만 저 정말 책을 좋아하구요 예전에 팬픽 써서 인터넷에서 조회수 엄청 올린 적도 있고..,예쁜 사랑하세요!
저. 커피 드시고 집필 시작하신다고..지금 드릴까요?아.. 네. 부탁해요.,지금 무슨 말을 해도 와닿지 않겠지만 잘할 수 있을 거예요.
이걸 요약해오라고 시켰어요?네근데 제가 영어가 좀 약해서.,미련두지 마세요.
야~ 잘 다니냐? 형이 돈은 잘 챙겨 주디?그럼요. 돈 하나는 끝내주게 챙겨주세요. 근데 선배문제가 있는데작가 선생님이요..돈은 주는데 아무것도 안 시킨다. 아무것도 안 시키고 돈만 줘~ ,축하드려요.
아저씨제 상사가요..아무것도 안 시키고 계속 돈을 주거든요?아니 왜요?,맛있게 드세요.
전달이 되나? 나 지금 마인드를 말하는 거예요. 마인드가 아마추어라는..네 이해했어요 더 설명 안하셔도 돼요~ 완전 이해했습니다..,저도 즐거워요
집에서 걱정하시는 거 아닌가?항상 이렇게 만들어 드세요..? 전 이렇게까지 정성들이시는 줄 몰랐는데.,생각을 오래하면 더욱 지칠 수 있어요.
아빠.오늘은 왜 늦냐. 일이 많았어?,결혼하지 않고 살 수 있을지 생각해보세요.
맛있는 식사 감사합니다.무슨 말씀을요. 맛있게 드셔주셔서 감사합니다.,아픈만큼 더 성숙해질 거예요.
이거 좀 받아줘~꽃을 왜케 많이 샀어?,사람 속은 알기 힘들대요.
여보세요.아 작가 난데.,아픔의 크기만큼 마음의 상처도 커서 그래요.
뭐야? 거 비상키는 왜 자꾸..처음 만나는 사람 앞에서만 이미지 관리하지 말고 제발 오래된 사람들한테도 예의 좀 차려주시면 안 되겠어요 작가님?! 그리고 이거 다 회사 돈인데 그만 좀 갖다버리시죠 제발!,다니면서 준비해보세요.
무슨 기막힌 일이시기에 소송 당하지 않기 위해 오늘도 열일하는 사람한테 엄한 화풀이신지. 전 그저 없는 재능을 쥐어짜며 일하는 죄밖에 없는 거 같은데요. 그쵸?대표 운운 안하면 내 얘긴 듣기도 싫지? 우리가 알고 지낸 세월만 10년인데 너무하다고 생각 안 해?,그런 때라고 생각해요.
전화 잘 했다. 너한테 줄 돈 나머지 보내줄테니까 계좌번호 알려줘.말하지 말랬잖아~~ ,그럼 어머니가 없는 남자를 만나서 결혼하세요.
두 글자나 떼느라고 수고하네요?아..그게..커피로 하려니까 O자를 새로 붙여야 되는데..돈 든다고 아빠가 못하게 하셔서..그래서 그냥..F 하나 E 하나 빼면 카페가 되니까..,구꺼비집 내려 갔는지 살펴 보세요.
어머 괜찮으세요?!!아..밑에 뭐가 깔렸는데..,짝사랑 상대 생각에 설레는 것.
커피 탈 필요 없어. 선생님 안 드셔~왜? 비도 맞았는데 따뜻한 게 좋지,당신을 위해서 잊는게 좋을 거예요.
감기 들어요. 이거라도 입고 있으세요.네? 아뇨 아닙니다. ,청결한 당신이네요.
가야겠네. 택시를 불러서.아..네.,사랑은 따지는 게 아니고 다 주고도 더 주지 못해 미안해하는 거예요.
포즈가 왜 그래? 노인네처럼.허리가 안 좋아.,즐거운 도전이 될 거예요.
뭐야? 저 친구 그만뒀다고 그러지 않았어? 왜 또 왔어?프로가 되고 싶다 그러길래.,잘 가고 있을 거예요.
오랜만이다~네..선배서울엔 웬일로..,충분히 즐기세요.
근데 매니저님은 엄청 과묵하신 거 같아요. 한번도 말 하는 걸 못 봤는데.벙어리예요~,슬프네요.
앞에 앉아요.에..?,정리하는데 도움이 될 수도 있겠네요.
좀 더 빨리 걸어볼 수 없나? 왜?이거괜히 시키시는거죠..? 보고 웃으실려고..?,사람 고쳐쓰는 거 아니에요.
그러니까 스트레스를 안 받게 해줘야지. 그게 누나가 할 일이구만.야 스트레스 안 받게 할려고 오늘도 별 짓 다했거든? ,이별은 절대 익숙해지지 않아요.
요즘 잘 나간다면서?아뇨 별로..,긴 시간이 무색하겠지만 아련한 추억이 될 거예요.
어머 웬일이십니까~? 작가님께서 저한테 전화를 먼저 다 주시고~좀 이상하지? ,그게 최선이었을 거라 생각해요.
택시? 근처에서 먹는 거 아니야?멀리 가볼까 해서…,소분해서 냉동실에 보관해보세요.
막 뒤졌죠 뭐~ 뒤지니까 나오긴 나오더라구요~ 헤헤~ 진짜 크죠? 엄청 크죠?수고 했네..,그럴 때가 있죠. 정신 차리세요.
작가는?아..운동 가셔서 아직 안 오셨는데요.,자신을 사랑할수록 외부의 인정은 필요 없어요.
아가씨도 대표 생일 파티 꼭 와요.저두요?,좋은 사람 만날 거예요.
그거 나중에 치우고 나갑시다. 네? 어디를..,무모한 결정을 내리지 마세요.
설마.. 제 치수 잴려고 원피스를 사주신거예요?작업실에서 재고 나왔어야 되는데 그걸 깜빡해서.,스트레스 받지 마세요.
어 어~ 아니 거기 말고. 여기 좀 들어가 봐야겠는데.네..?,한푼 두푼 모아서 사보세요.
